GC_PARAMS='-verbose:gc -Xms8192m -Xmx8192m -XX:PermSize=256m -XX:MaxPermSize=256m -XX:+UseLargePages -XX:+PrintGCDateStamps -XX:+UseConcMarkSweepGC -XX:MaxGCPauseMillis=1000 -XX:+CMSIncrementalMode -XX:+PrintGCDetails -verbose:gc'
2012-10-19T09:35:36.168-0400: [GC [ParNew: 230657K->9470K(249216K), 0.0076900 secs] 317056K->97361K(8360960K) icms_dc=0 , 0.0078840 secs] [Times: user=0.06 sys=0.00, real=0.01 secs] 
2012-10-19T09:35:44.463-0400: [GC [ParNew: 231038K->7428K(249216K), 0.0076060 secs] 318929K->96845K(8360960K) icms_dc=0 , 0.0078110 secs] [Times: user=0.07 sys=0.02, real=0.00 secs] 
2012-10-19T09:35:51.506-0400: [GC [ParNew: 228996K->6986K(249216K), 0.0063550 secs] 318413K->97753K(8360960K) icms_dc=0 , 0.0065590 secs] [Times: user=0.05 sys=0.00, real=0.00 secs] 
2012-10-19T09:36:00.014-0400: [GC [ParNew: 228554K->6259K(249216K), 0.0102750 secs] 319321K->98009K(8360960K) icms_dc=0 , 0.0104830 secs] [Times: user=0.07 sys=0.03, real=0.01 secs] 
2012-10-19T09:36:07.695-0400: [GC [ParNew: 227827K->5000K(249216K), 0.0108800 secs] 319577K->97679K(8360960K) icms_dc=0 , 0.0110740 secs] [Times: user=0.11 sys=0.02, real=0.02 secs] 
2012-10-19T09:36:16.025-0400: [GC [ParNew: 226568K->5904K(249216K), 0.0066950 secs] 319247K->99381K(8360960K) icms_dc=0 , 0.0068910 secs] [Times: user=0.06 sys=0.02, real=0.01 secs] 
2012-10-19T09:36:25.770-0400: [GC [ParNew: 227472K->5830K(249216K), 0.0104890 secs] 320949K->99804K(8360960K) icms_dc=0 , 0.0107200 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:36:34.379-0400: [GC [ParNew: 227398K->5612K(249216K), 0.0091250 secs] 321372K->100259K(8360960K) icms_dc=0 , 0.0093210 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:36:44.899-0400: [GC [ParNew: 227180K->5986K(249216K), 0.0074750 secs] 321827K->101341K(8360960K) icms_dc=0 , 0.0076980 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
2012-10-19T09:36:54.607-0400: [GC [ParNew: 227554K->5576K(249216K), 0.0110410 secs] 322909K->101928K(8360960K) icms_dc=0 , 0.0112460 secs] [Times: user=0.10 sys=0.02, real=0.01 secs] 
2012-10-19T09:37:02.575-0400: [GC [ParNew: 227144K->5779K(249216K), 0.0087300 secs] 323496K->102774K(8360960K) icms_dc=0 , 0.0089340 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:37:13.615-0400: [GC [ParNew: 227347K->5863K(249216K), 0.0076740 secs] 324342K->103521K(8360960K) icms_dc=0 , 0.0078790 secs] [Times: user=0.07 sys=0.02, real=0.00 secs] 
2012-10-19T09:37:23.250-0400: [GC [ParNew: 227431K->6019K(249216K), 0.0100050 secs] 325089K->104406K(8360960K) icms_dc=0 , 0.0102150 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:37:33.181-0400: [GC [ParNew: 227587K->5556K(249216K), 0.0121420 secs] 325974K->104633K(8360960K) icms_dc=0 , 0.0123620 secs] [Times: user=0.06 sys=0.02, real=0.01 secs] 
2012-10-19T09:37:42.333-0400: [GC [ParNew: 227124K->6006K(249216K), 0.0075700 secs] 326201K->105833K(8360960K) icms_dc=0 , 0.0077610 secs] [Times: user=0.08 sys=0.01, real=0.01 secs] 
2012-10-19T09:37:51.202-0400: [GC [ParNew: 227574K->5659K(249216K), 0.0089220 secs] 327401K->106363K(8360960K) icms_dc=0 , 0.0091160 secs] [Times: user=0.07 sys=0.03, real=0.01 secs] 
2012-10-19T09:37:58.949-0400: [GC [ParNew: 227227K->5047K(249216K), 0.0086820 secs] 327931K->106668K(8360960K) icms_dc=0 , 0.0088670 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:38:08.656-0400: [GC [ParNew: 226615K->5015K(249216K), 0.0084310 secs] 328236K->107048K(8360960K) icms_dc=0 , 0.0086260 secs] [Times: user=0.08 sys=0.01, real=0.01 secs] 
2012-10-19T09:38:18.826-0400: [GC [ParNew: 226583K->5012K(249216K), 0.0100140 secs] 328616K->107696K(8360960K) icms_dc=0 , 0.0102170 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:38:30.357-0400: [GC [ParNew: 226580K->4782K(249216K), 0.0099180 secs] 329264K->108366K(8360960K) icms_dc=0 , 0.0101110 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:38:39.745-0400: [GC [ParNew: 226350K->5621K(249216K), 0.0079980 secs] 329934K->109576K(8360960K) icms_dc=0 , 0.0081910 secs] [Times: user=0.07 sys=0.01, real=0.00 secs] 
2012-10-19T09:38:51.394-0400: [GC [ParNew: 227189K->5422K(249216K), 0.0096910 secs] 331144K->109859K(8360960K) icms_dc=0 , 0.0098890 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
